d01,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
4/29/2021,6.4925,6.397,10.9235,9.623,6.61,6.311,6.278,6.316,10.573,10.059,14.818,11.5195,12.7465,13.0605,21.1005,21.79,16.9935,17.7135,12.69,19.4075,22.8335,21.9055,17.9175,18.037,14.5075,14.9555,15.3795,12.938,13.064,12.336,10.934,11.3625,9.833,8.984,9.3085,9.1285,9.0765,9.0985,7.942,8.1125,8.0355,7.519,7.744,7.397,7.19,7.4395,6.798,6.6375
4/30/2021,6.6175,9.998,8.9205,11.8325,6.687,6.4855,6.391,6.4335,6.921,7.3965,7.428,7.596,10.3955,20.24,14.63,18.3905,18.5545,22.187,11.1595,19.4075,22.122,19.963,17.149,21.3295,16.4485,12.198,11.2885,12.5915,11.9245,11.54,11.8595,12.6905,11.4735,9.7575,9.8775,9.6155,9.4145,9.6935,9.5785,8.652,8.178,7.9235,10.3495,7.1465,6.7125,6.639,6.47,6.49
5/1/2021,6.3575,6.365,7.7965,6.72,6.463,6.42,6.434,6.411,6.929,12.8435,8.8845,11.554,10.897,10.078,16.4355,21.3765,16.311,20.3175,21.144,12.673,15.4995,17.3455,21.3655,14.9865,14.525,11.446,10.249,11.346,11.6505,12.1355,10.051,9.7915,9.335,8.556,10.4645,10.435,8.307,8.138,8.419,8.3305,8.1735,11.0415,7.91,7.4355,7.218,7.0985,6.881,7.156
5/2/2021,6.613,6.568,10.923,7.047,6.666,6.529,6.538,6.386,6.7055,7.258,13.4035,15.3455,11.499,9.8315,21.054,20.579,19.967,20.7675,14.225,13.02,20.7925,17.7135,21.4435,18.9565,16.6655,12.5795,11.299,10.219,12.4425,10.467,10.033,10.127,10.1325,10.517,10.8475,10.167,8.3705,8.549,8.5915,8.544,8.221,7.9245,7.683,7.665,7.1125,9.7915,6.7695,6.7345
5/3/2021,6.6835,6.492,9.478,6.928,6.4805,6.441,6.361,6.72,8.1275,9.4815,11.269,9.382,10.6795,15.374,14.8535,17.619,22.3045,19.4705,21.0155,17.344,19.9925,18.2355,13.7905,12.9215,19.0755,15.7125,13.111,14.0815,14.259,12.6485,13.1435,10.915,9.9695,10.535,10.882,10.66,9.0395,8.8065,9.229,8.7835,8.533,8.3195,7.635,7.512,7.2435,7.017,6.6835,6.6345
5/4/2021,10.6405,7.076,6.6885,7.303,6.846,6.541,6.5075,6.4285,6.668,14.5005,12.3045,14.948,15.558,11.081,19.0615,17.532,22.293,21.195,15.7995,11.82,18.9755,19.4215,20.61,19.4525,14.943,12.9615,11.5045,12.8985,11.674,10.94,10.203,11.455,10.021,9.0085,9.47,9.4445,8.4795,8.5975,8.963,8.8675,11.272,9.557,8.83,7.577,7.346,7.3975,7.253,6.9685
5/5/2021,6.9175,6.9415,10.1915,8.555,6.6285,6.8305,6.7965,6.7065,7.307,14.4385,9.855,11.9165,10.785,11.011,13.0925,13.9065,21.2235,15.5215,20.158,16.5285,20.792,15.909,26.0855,18.5465,20.5365,19.111,13.639,17.994,14.8395,12.486,10.2245,10.243,9.834,10.1925,10.524,9.9105,7.9855,8.174,8.826,8.6925,8.036,7.6545,7.4125,7.368,6.9315,6.844,6.5415,6.541
5/6/2021,6.3995,6.5805,7.373,8.3025,6.62,6.274,6.3705,6.273,11.2155,13.2445,7.8575,20.928,15.131,9.831,12.544,13.3235,17.427,21.954,19.788,17.6885,17.044,20.3035,19.171,19.774,15.4305,16.9915,16.139,13.765,16.265,12.1815,11.9075,11.2575,10.791,10.9215,10.438,8.6795,8.7995,8.6135,8.7675,8.6845,8.3335,7.312,7.0385,6.723,6.773,6.7575,6.458,6.378
5/7/2021,6.54,6.371,6.5625,10.8425,10.2495,6.788,6.3685,6.4365,6.8275,7.5645,8.6865,11.9175,11.2945,9.398,19.6805,18.604,23.7555,24.8965,16.879,16.47,17.8875,22.3315,20.5915,18.5775,16.1415,16.28,11.4965,13.547,11.6065,14.7895,12.971,10.329,10.383,11.0375,11.063,10.516,9.0415,9.0545,8.7515,8.667,8.572,8.212,7.653,7.459,7.1205,6.7645,8.957,6.589
5/8/2021,6.355,6.425,9.4405,8.3275,6.577,6.347,6.3145,6.223,6.5795,7.345,7.381,7.5955,10.501,10.706,21.5325,16.109,20.864,20.3155,14.7835,13.5325,26.881,20.199,15.1555,16.8045,14.239,12.0035,11.836,13.59,12.834,12.8235,11.804,11.7715,10.2115,10.9185,9.9545,10.1275,11.402,11.59,9.544,8.966,15.3885,9.924,8.0755,7.6705,7.6795,7.23,7.356,6.794
5/9/2021,6.754,12.4745,6.7905,12.9245,7.6655,6.7135,6.7705,6.703,6.9125,7.495,7.557,7.991,10.6295,22.532,19.0985,21.9255,20.3535,19.818,12.316,22.496,18.0935,16.8745,15.539,15.002,11.2975,11.2635,10.558,10.603,9.9395,10.227,10.3375,10.8735,9.737,8.878,9.202,9.1625,8.382,8.146,8.25,7.7365,8.201,7.7835,7.6785,7.374,10.391,6.9905,6.7345,6.8595
5/10/2021,6.283,6.3185,6.4045,8.7215,6.509,6.126,6.265,6.463,7.031,10.033,10.164,11.0115,11.9805,11.187,22.3685,18.2,19.4765,23.9135,14.544,15.863,14.6755,23.191,19.84,17.8025,14.992,14.5485,11.9635,11.48,11.9975,13.098,11.4605,10.5525,10.4825,9.9605,9.6885,10.03,8.976,8.5945,9.139,8.575,8.4575,8.2225,7.8495,7.498,7.597,7.4415,7.798,7.287
5/11/2021,7.298,6.725,7.0665,10.431,6.848,6.863,6.8265,6.87,7.4425,7.7405,8.25,12.1625,11.4395,11.4565,21.5685,23.1665,21.372,22.2655,15.628,15.977,20.3575,21.2235,18.5445,17.3585,13.008,17.4165,14.819,10.6085,12.5775,11.9255,10.828,10.8365,9.886,10.0475,10.492,10.045,12.4205,8.9775,8.6475,8.279,8.751,8.3135,7.742,13.1415,7.7065,7.117,7.1185,6.9575
5/12/2021,6.8405,6.7395,6.7805,6.8755,6.869,6.6745,6.7475,6.735,7.0505,13.935,9.4485,7.9575,11.848,10.926,20.032,19.321,16.8985,22.267,16.8475,14.0685,19.8795,17.2445,19.259,16.046,12.9665,17.099,15.2205,11.816,13.24,12.233,11.559,11.626,10.845,9.7115,9.4885,9.6065,8.7315,8.785,8.805,8.8945,8.687,8.603,7.709,7.2725,7.5115,9.346,9.722,7.4195
5/13/2021,6.6705,6.605,6.494,6.499,6.423,6.471,6.541,6.5175,11.007,11.339,8.127,8.0075,9.75,11.8285,24.3595,17.4205,16.217,22.3015,13.814,12.5475,23.392,20.4995,22.802,21.051,12.7425,12.0675,11.5845,11.1975,12.408,14.139,12.994,11.1015,11.538,10.0825,10.021,9.795,9.655,8.915,9.1665,8.8975,8.645,8.719,8.2725,7.861,7.8105,7.462,7.262,11.0285
5/14/2021,10.815,7.4015,7.0375,6.9405,6.9075,6.857,6.8495,6.7885,7.337,7.7335,8.0535,8.4175,11.4615,13.239,12.996,22.041,16.712,23.7925,13.679,14.7085,21.726,16.998,16.6125,18.691,22.396,19.963,19.371,17.5805,18.3475,12.612,13.139,10.1775,10.0035,10.0195,9.0195,12.0675,9.9195,9.0775,8.999,8.757,8.636,8.0495,13.0665,7.6895,7.411,7.6245,7.2795,7.1395
5/15/2021,7.3415,7.3935,12.303,7.4735,7.182,7.1545,7.062,7.0665,7.3095,11.845,9.213,11.389,12.557,19.251,15.872,14.656,13.1725,12.6685,15.2435,17.218,18.7,14.7455,15.356,19.9755,21.824,15.097,13.8805,22.4235,16.753,15.642,12.8655,13.3995,10.5595,10.283,9.6995,13.7525,9.1885,10.0355,9.5155,10.824,10.3965,8.6665,7.7675,7.4595,7.563,7.3945,7.286,7.0135
5/16/2021,7.109,7.0305,7.205,8.6975,9.5895,7.486,7.029,6.9315,7.166,7.6925,8.1155,11.5305,15.248,12.6885,22.517,18.8645,21.616,15.869,13.361,17.9805,15.908,16.948,17.543,15.3615,12.1185,12.9615,11.301,10.661,11.0115,10.477,9.816,9.8655,9.506,8.914,10.116,9.1715,8.0555,8.166,8.52,7.9825,8.2955,7.947,7.6355,7.2235,7.432,6.6345,6.4265,6.7285
5/17/2021,6.898,6.7755,10.692,7.1455,6.8415,6.674,6.648,6.7955,7.447,12.867,11.105,8.0755,10.1095,11.419,20.8775,17.9345,20.276,20.2835,12.8355,17.773,19.6105,21.2105,18.5055,18.3225,19.785,13.266,11.813,12.204,11.186,12.1605,11.0935,10.2185,10.273,9.716,9.34,9.0695,8.472,8.3345,8.5725,8.4275,8.4155,7.825,7.572,7.5085,7.175,7.3335,9.7935,8.011
5/18/2021,7.065,7.037,7.0215,10.238,8.2805,7.143,6.91,6.829,6.8505,13.6105,10.9515,12.1195,11.1945,10.459,20.1705,14.078,18.463,16.398,12.653,14.774,19.0985,22.0865,22.458,23.108,20.683,14.362,17.442,11.0805,13.31,12.1865,10.638,11.172,9.151,13.338,9.751,8.7695,11.0955,9.8,8.5615,7.6565,7.7395,7.6445,7.4205,7.128,7.0755,6.973,7.2915,11.068
5/19/2021,6.8335,6.823,9.084,7.8165,6.7165,6.9675,7.0495,6.7075,7.0575,13.202,11.164,12.931,11.29,10.932,12.4835,23.6555,18.3385,19.817,17.784,14.85,23.5695,20.911,21.6905,13.7545,14.5425,13.4945,13.6725,12.316,11.6545,10.8645,10.3435,10.7585,10.8875,10.899,10.689,9.964,8.4815,8.4115,9.2325,8.4735,8.134,7.831,7.1005,6.883,6.5475,6.478,6.418,6.4855
5/20/2021,6.551,6.43,6.5815,9.839,6.617,6.1635,6.3225,6.4845,7.3285,17.258,9.5625,11.851,11.4835,9.861,17.5625,19.1095,13.16,22.62,15.4765,14.0625,20.6845,14.719,22.795,16.9145,22.247,15.154,19.672,15.6455,17.0815,13.3765,12.028,11.27,10.484,10.9405,11.42,9.9885,8.8255,9.2945,9.6685,9.1575,8.246,8.459,8.1565,7.839,7.0465,7.0335,7.0675,6.8325
5/21/2021,7.248,6.792,7.256,8.4875,9.2325,7.071,6.7805,6.884,7.414,7.997,9.0405,11.8325,11.192,9.739,15.214,21.4235,22.2715,21.2515,20.5405,15.5505,18.532,21.1315,20.498,16.4625,15.4925,13.4125,12.6915,13.2535,12.257,13.56,13.814,10.789,11.8175,11.098,10.83,9.652,8.5385,8.595,8.6925,8.575,8.2465,10.896,7.674,6.9215,6.6445,6.689,6.363,6.389
5/22/2021,6.4555,6.179,6.1585,6.2405,6.0875,6.1875,6.186,6.082,6.3395,7.163,7.46,7.663,11.563,18.612,14.534,19.3395,21.2255,20.95,18.721,11.7155,24.494,18.9755,13.49,11.837,15.86,14.5475,11.8905,11.768,14.074,12.57,11.4345,11.532,10.0135,10.0745,9.2,9.85,9.795,13.2395,10.031,8.7345,9.0285,8.4325,7.69,7.7,7.7525,7.4625,7.473,7.557
5/23/2021,7.4925,7.445,12.4255,9.6375,7.7035,7.588,7.482,7.5665,7.362,15.1085,13.3885,8.915,10.459,18.7875,19.1235,21.4495,19.3835,17.8785,20.429,12.677,20.7045,18.41,18.3275,11.501,14.2315,13.5065,10.6995,10.895,12.6725,11.9125,10.4925,11.2425,11.0895,10.1005,10.173,9.78,9.2055,10.3485,11.436,8.8285,11.5605,15.5435,11.2945,11.969,8.959,7.7535,7.5205,13.0285
5/24/2021,8.317,10.43,8.9135,7.263,7.1755,7.0635,7.219,7.5335,7.7355,7.719,8.4395,11.1085,11.652,10.3035,11.87,15.603,22.048,18.317,23.5325,12.144,18.254,17.7905,22.5385,18.994,15.393,13.895,12.2045,12.3465,11.547,12.5945,10.337,10.485,9.389,9.4075,9.869,9.297,9.1695,8.5315,8.896,8.345,8.552,9.2885,8.133,7.4765,7.5475,7.079,6.8935,6.4425
5/25/2021,6.5645,6.4115,6.344,6.637,11.164,6.8205,6.331,6.3835,6.662,10.1255,14.16,12.095,10.658,10.2545,20.8745,18.791,19.868,23.532,15.3405,14.807,18.7185,24.342,16.8305,18.071,16.2265,13.7225,12.5375,12.572,13.242,13.452,12.6515,11.028,11.499,11.2185,11.496,10.1455,8.9925,9.1955,9.3945,8.924,8.6295,8.759,8.0445,9.3985,9.913,7.6935,7.1445,7.3075
5/26/2021,7.03,6.8055,6.818,6.7865,6.684,6.603,6.6575,6.7315,6.9425,14.0295,10.5795,8.3365,18.076,15.223,22.993,20.112,19.2425,24.658,14.566,15.883,22.9805,20.368,20.0425,15.9675,18.8045,13.8645,15.431,14.4275,12.263,12.87,11.8255,11.4705,11.1495,10.497,11.3035,10.8965,8.942,8.8065,9.2635,9.13,8.4465,7.909,7.8045,7.4935,10.2205,8.789,7.0655,6.665
5/27/2021,6.592,6.562,6.68,6.868,6.673,6.693,6.6195,6.638,6.9925,8.1445,12.4155,14.7835,10.0475,11.654,19.411,17.0415,21.4795,20.52,19.2705,14.74,21.1105,22.6835,22.072,17.564,14.978,13.436,13.252,14.639,14.67,12.451,12.0425,10.4645,10.477,10.6095,10.0185,10.467,10.386,9.352,9.475,9.1105,9.1925,8.8135,9.034,12.3695,8.4555,7.5335,7.3865,7.222
5/28/2021,7.3045,7.122,9.725,7.512,7.066,7.191,7.002,7.166,7.3745,16.358,12.0605,16.8365,19.516,15.68,20.4505,15.886,19.3825,18.252,13.6195,14.5045,17.8235,20.4835,21.014,17.8475,15.704,11.352,10.9215,13.6255,13.898,14.4735,15.4455,13.0045,11.0275,10.4855,11.3895,11.0275,10.6285,9.2745,9.555,9.0685,10.888,9.017,7.74,7.7575,7.375,7.374,7.1705,7.273
5/29/2021,7.0585,7.0125,12.944,7.27,6.892,6.9305,6.904,6.959,7.004,12.73,8.6885,13.3,18.9375,13.371,12.927,21.718,21.1925,16.78,22.855,12.705,17.8255,19.335,18.4525,17.659,16.756,15.586,11.4035,13.756,13.8515,13.8275,13.01,12.3845,11.205,12.1665,13.586,11.4725,10.423,9.983,9.492,8.842,8.7995,8.119,7.656,7.618,7.3385,6.951,6.837,6.809
5/30/2021,7.042,7.247,7.3165,7.3685,10.3245,7.733,6.9075,6.8025,7.1605,14.466,13.0065,13.2275,10.931,10.93,19.9855,19.146,19.916,27.6245,15.185,19.775,16.831,20.355,19.701,18.292,16.935,16.0615,14.2365,11.682,11.448,11.816,10.947,12.0055,11.3095,11.743,11.6365,10.444,9.045,8.957,8.92,9.225,9.191,11.4615,10.6835,8.1565,7.6555,7.2985,7.2645,7.081
5/31/2021,7.0765,6.999,7.473,11.451,6.9095,6.923,6.911,7.038,7.1545,7.891,7.9305,7.948,9.769,12.833,18.6005,14.3365,24.0825,23.4825,19.209,16.103,14.7865,22.5565,13.669,23.8625,18.2755,18.2485,13.325,13.869,13.8545,13.0515,13.0515,12.5,11.106,10.7895,12.3695,12.4325,11.071,9.347,9.3385,9.0545,9.382,9.1675,8.6275,8.2715,7.8345,12.111,8.8445,7.2275
6/1/2021,9.702,8.134,6.946,6.951,10.721,6.6535,6.5925,6.864,6.4885,6.753,7.6575,11.091,12.2395,9.554,17,19.7445,22.036,22.1485,20.917,11.803,22.49,19.1195,16.857,20.0115,17.5895,15.2255,15.1635,13.709,14.244,11.0185,11.3655,11.6105,9.961,10.7065,9.59,9.203,9.3525,9.0735,9.337,9.339,8.238,8.3975,8.302,8.267,7.7195,7.5755,7.317,7.4285
6/2/2021,7.9875,7.569,7.628,11.3215,9.6855,7.84,7.5275,7.4735,6.913,6.797,7.0925,11.2125,10.3995,10.7555,12.258,12.671,18.5685,16.4155,25.146,19.3655,18.297,21.9105,14.3805,23.967,17.471,13.806,15.4205,18.5395,12.5765,13.3865,12.272,12.0375,11.461,11.935,12.075,11.1295,9.782,9.429,9.4995,10.012,9.4685,9.2935,9.2995,9.1775,8.631,8.301,7.7815,7.6295
6/3/2021,8.259,8.2185,8.258,10.396,9.564,8.1195,7.9225,8.0655,8.0895,8.0595,8.66,12.548,11.69,10.877,20.494,16.698,19.845,20.478,16.756,15.4535,22.303,22.608,18.394,22.037,20.477,18.4155,18.029,15.8165,14.2395,13.728,12.7595,12.591,11.8475,11.8765,12.4255,11.9835,9.741,9.9885,10.0865,9.284,8.9655,8.7025,8.3945,7.9035,7.4945,7.553,7.4725,7.201
6/4/2021,7.141,7.329,9.7645,11.415,7.686,7.2915,7.198,7.1805,7.2555,8.244,8.611,12.8165,11.9395,10.924,16.7245,21.514,20.95,22.989,14.917,22.2115,22.7285,19.165,22.797,19.4005,17.2595,13.966,14.568,13.287,12.8825,15.305,13.511,12.418,11.3715,12.4805,11.47,10.5595,9.2265,9.2885,9.6625,9.2315,8.416,8.6445,8.1175,7.7585,7.779,7.5085,7.3245,7.239
6/5/2021,7.197,7.09,7.16,7.371,9.608,9.4645,7.564,7.4715,7.147,7.546,7.703,8.202,10.406,12.9935,21.276,19.918,17.3135,21.524,12.1165,20.8725,23.024,17.229,18.301,19.572,15.7115,15.034,13.885,11.989,10.4085,10.4135,11.6085,10.9045,11.046,9.7185,10.9405,10.726,9.794,9.838,9.8455,9.2935,9.02,8.8925,8.4765,7.992,7.8455,7.85,10.013,7.7705
6/6/2021,7.5515,7.3065,11.5765,8.408,7.1805,7.0385,6.9845,7.0505,7.0065,8.024,8.2635,8.3005,10.46,12.323,17.9165,14.1465,21.7055,18.968,18.7065,15.306,23.566,21.137,19.0125,19.723,15.251,11.7275,14.142,13.1865,13.4285,12.518,11.3415,11.279,11.11,10.812,10.5345,11.037,10.501,9.612,9.5445,9.428,8.9655,9.277,8.293,8.506,11.626,10.522,8.77,7.6695
6/7/2021,7.2805,7.239,7.1975,7.6145,10.234,8.031,7.4115,7.997,8.209,8.3785,8.5045,14.961,12.0155,11.1495,16.1605,16.1155,23.9955,20.6355,17.637,13.5105,13.5505,15.816,21.8375,22.384,23.871,20.593,15.807,12.366,13.002,13.3845,11.6885,11.192,10.963,10.7845,10.342,10.5145,9.8,9.628,10.0285,9.7185,9.7815,8.9745,8.8495,8.8045,8.3575,7.957,7.871,7.565
6/8/2021,7.279,7.218,7.3295,7.301,13.929,10.3115,7.699,7.406,7.211,13.173,10.709,12.482,13.544,18.411,18.8935,23.178,21.727,22.259,16.504,13.809,12.4455,22.6375,17.657,17.267,16.1055,17.2555,13.518,13.668,12.9435,13.536,11.9555,11.558,11.947,11.6115,12.6585,11.2295,10.177,10.18,10.1745,9.7745,9.5565,9.154,8.8175,10.97,9.0415,8.342,8.1735,8.3815
6/9/2021,8.293,8.212,7.9405,7.5345,7.2135,7.1095,7.124,7.2535,7.37,11.277,9.193,8.733,13.1685,14.9,19.807,21.797,13.878,18.936,20.878,21.1635,18.8615,20.2315,20.911,20.8025,16.0185,16.219,14.508,13.4195,14.9835,14.8485,11.9775,11.903,12.1555,11.124,11.7395,12.1275,9.8035,9.6135,9.8665,9.7665,9.4255,9.312,9.163,10.639,10.5875,8.875,7.7235,7.7225
6/10/2021,7.5595,7.5055,7.243,7.189,7.124,7.0345,7.685,7.64,9.595,15.6335,9.392,8.8505,9.0715,9.825,19.791,17.055,20.806,23.3375,23.1055,20.289,21.2305,20.1715,22.2635,17.871,17.947,16.611,12.735,11.3355,11.976,11.937,11.1395,10.63,10.7765,10.6245,10.6195,10.402,9.393,9.6385,9.906,9.407,9.4025,8.522,8.02,7.939,8.0485,11.5915,9.011,7.954
6/11/2021,7.616,7.536,7.414,7.3355,7.2885,7.1955,7.1775,7.197,7.6545,7.918,8.1015,7.9985,9.7395,11.111,16.015,23.596,18.7115,19.797,20.047,14.42,20.537,16.6745,19.844,19.2565,17.6615,15.837,18.7405,14.3595,15.191,14.4245,12.024,12.3545,10.8655,10.985,10.453,11.102,9.9905,9.887,9.949,9.5205,8.9525,9.361,12.018,8.622,8.552,8.3445,7.8785,7.5585
6/12/2021,7.439,7.44,7.4285,7.325,7.3205,7.1965,7.2045,7.0795,7.4415,11.751,10.2015,11.2575,12.084,11.404,14.72,14.004,13.21,12.176,12.2325,12.7575,19.325,18.5025,19.227,18.1125,19.265,19.579,22.3055,11.619,18.2575,17.5085,13.51,14.7205,13.259,11.587,11.6665,10.6725,9.229,9.224,10.307,9.7365,9.8345,9.854,9.3785,8.7715,8.4075,7.904,7.92,7.4185
6/13/2021,7.3545,7.4015,7.6375,7.4375,7.3165,7.3065,7.4255,7.437,7.6565,8.713,10.47,11.587,19.682,12.7215,20.614,22.037,21.5865,20.747,18.8425,13.96,15.2005,15.352,15.714,11.6285,13.9415,22.0645,15.701,12.246,10.826,10.8795,11.1165,10.961,10.683,11.8695,11.855,10.988,9.348,9.636,10.0975,9.3455,9.157,9.2635,8.418,8.215,8.077,7.836,7.9405,7.841
6/14/2021,7.634,7.764,8.129,7.9745,7.6365,7.416,7.187,7.051,7.356,10.88,9.124,10.2325,11.7125,14.9885,18.983,20.8815,18.804,18.6945,16.7705,15.7075,20.737,22.2255,15.9755,18.891,16.8435,21.0885,15.845,15.945,12.671,12.624,10.9785,11.5025,11.8155,12.11,11.2165,10.834,9.8875,9.5205,9.6375,9.53,9.2505,9.374,8.7075,8.215,10.28,11.411,8.206,7.655
6/15/2021,7.1725,12.078,9.29,7.3565,6.8515,6.7705,6.7185,6.9435,7.0545,10.6165,12.7395,11.248,12.0275,10.573,20.461,15.2385,21.4305,20.005,21.6025,18.599,16.9615,20.7045,23.2145,19.924,19.631,15.818,13.581,18.773,18.139,12.313,10.3265,11.81,10.309,11.0635,11.6125,10.5185,9.559,9.5335,9.626,9.7875,10.431,10.2625,9.618,9.3185,8.6645,7.948,7.6965,7.6625
6/16/2021,7.855,7.696,7.7355,11.534,12.445,7.8015,7.4555,7.2515,7.17,7.754,9.077,12.543,17.41,16.163,22.2515,21.7605,21.7815,20.594,15.707,13.7665,19.2955,24.987,18.3655,19.941,19.7625,15.5365,15.7025,13.657,14.434,13.6385,12.414,12.877,11.368,11.8865,12.535,12.0075,10.1675,9.9555,9.4495,9.32,9.753,9.0295,8.6785,8.13,8.182,7.5765,7.3835,7.2185
6/17/2021,7.2385,7.242,7.287,7.1745,12.34,9.4725,7.5775,7.099,7.2145,7.5105,8.518,19.1305,15.156,16.599,18.5975,23.6895,15.729,22.554,15.4085,12.068,20.3785,19.2115,15.0615,19.4645,18.2045,18.2245,20.252,18.5865,14.0435,13.498,12.6805,10.7825,10.9035,11.422,11.7765,10.975,9.3215,9.1645,9.6415,8.728,9.025,9.233,10.622,7.6125,6.9305,7.0125,6.783,6.5875
6/18/2021,6.601,6.7045,6.6645,6.5355,6.4895,6.378,6.4505,6.6435,6.4805,7.146,7.6115,10.474,11.8145,10.312,12.8795,15.474,19.89,15.416,21.326,15.0015,20.105,17.1625,16.088,20.419,21.3395,20.0235,14.6835,16.6395,19.256,12.138,12.607,10.54,10.9365,10.37,11.445,10.7955,9.116,9.388,9.6265,9.272,8.7745,9.74,10.5975,10.0085,7.6675,7.253,7.381,7.3085
6/19/2021,7.297,7.283,7.3385,6.9415,6.678,6.7305,6.671,6.6315,6.59,7.025,7.177,7.7855,10.6855,16.5605,19.427,21.767,22.3115,19.1205,15.5565,15.659,22.27,20.1505,17.641,19.1815,16.903,13.3085,22.1505,15.405,14.706,13.244,12.803,11.807,10.9355,10.4615,10.4205,10.7915,11.0275,10.0755,8.9655,8.3585,8.0735,8.7695,8.154,8.406,8.0085,7.9295,7.5035,7.9565
6/20/2021,7.3085,7.6095,7.4905,7.705,7.3345,7.22,7.2095,7.525,7.3435,10.348,14.8605,9.275,8.9445,10.157,23.1335,19.8845,21.808,21.77,19.2465,13.426,17.3325,23.324,21.3175,20.984,15.4745,17.9475,12.7675,11.581,10.233,11.0705,12.496,10.6085,10.2965,10.4385,10.366,8.975,9.43,11.269,11.448,9.3295,8.868,9.3055,8.3665,12.504,12.5885,9.2565,7.7825,7.3575
6/21/2021,7.3995,7.258,7.5675,7.4625,7.2505,7.1375,7.0215,12.3975,9.002,10.402,8.0985,12.722,12.3175,15.7275,18.9905,15.101,19.008,19.165,14.9625,18.401,17.5075,15.1675,22.5005,13.2525,15.3255,21.585,16.6255,20.298,14.802,12.082,10.085,9.6805,9.2195,8.9595,8.793,7.7315,7.665,7.3325,7.5335,7.6955,7.228,6.4455,12.033,8.5405,5.9565,5.7665,5.923,5.771
6/22/2021,5.5325,5.7065,6.079,5.8955,9.0845,5.607,5.6285,5.8015,5.8685,11.5565,9.49,11.2515,9.4565,10.291,13.714,13.91,16.4255,13.9805,25.329,14.076,26.9205,18.6365,20.6035,22.4745,19.3505,16.7135,13.209,14.9725,13.0815,10.614,11.114,11.031,11.2325,11.317,11.549,11,9.1675,9.1615,9.336,9.19,9.1135,8.935,10.4025,7.2895,6.8085,10.273,8.5395,6.142
6/23/2021,6.327,6.0595,6.088,6.07,6.0265,5.872,5.881,6.097,6.771,12.9455,14.8455,10.2185,14.8455,8.654,24.3885,14.474,19.2365,17.785,25.047,17.3215,18.4435,16.6805,21.443,16.6905,15.0465,15.008,12.135,16.063,11.2585,12.363,10.574,11.774,11.0475,11.088,11.275,10.965,8.656,8.798,8.9905,8.622,8.222,8.1395,9.357,9.3015,7.3525,7.0865,8.202,10.755
6/24/2021,7.4265,7.082,6.975,6.799,6.557,6.617,6.598,6.6495,7.7735,15.8935,9.4185,16.9885,11.6775,9.4195,11.606,16.3485,21.7665,20.8835,20.708,14.624,20.1135,24.3975,20.1435,18.617,15.5905,16.559,12.277,11.8415,12.4385,10.49,10.841,11.3195,9.675,10.0055,9.4295,9.946,9.629,9.259,9.154,8.9835,9.2245,8.327,7.6265,9.766,8.7345,7.476,7.198,7.169
6/25/2021,7.129,6.9725,7.3,9.117,10.5935,8.408,7.0195,7.009,6.9765,7.633,8.0235,7.9215,8.4325,9.1205,12.5555,13.3285,18.665,18.517,22.732,15.955,19.1075,20.774,17.745,19.5805,24.932,17.7105,17.409,16.4135,12.997,13.979,11.4665,10.731,10.027,9.492,9.9905,9.7635,8.7395,9.0975,8.742,8.3445,8.0305,7.7345,9.035,9.6225,7.7645,7.366,7.229,7.315
6/26/2021,12.608,8.455,7.509,11.2515,7.3435,7.0735,7.0775,7.322,7.569,13.5805,10.5495,8.75,10.4065,16.9645,18.2225,19.4515,21.9465,20.1355,14.925,12.811,18.6085,19.234,19.3275,14.7955,14.2785,12.26,12.4215,13.5555,16.308,12.771,11.065,9.302,10.7165,9.678,10.791,10.1225,9.1915,8.888,9.205,8.8505,8.411,8.3455,12.6825,8.539,7.424,7.4025,7.2925,7.283
6/27/2021,7.176,7.234,7.1965,7.121,7.182,7.191,7.1085,7.101,7.5795,13.1925,8.901,8.1475,8.7025,10.875,19.972,16.0295,24.5765,24.694,16.47,13.456,21.9255,19.802,17.653,16.9245,13.38,13.7355,13.454,10.7875,10.9685,10.611,10.093,10.0025,10.5095,9.9715,9.8145,8.694,7.984,8.277,8.873,8.516,8.4755,8.7115,8.655,8.22,7.369,7.2055,7.198,7.3435
6/28/2021,11.0655,9.8905,7.5325,7.1025,8.7105,7.234,7.037,6.8855,7.2485,15.8675,14.2525,13.4865,15.6175,13.058,16.434,19.463,17.3315,16.1755,15.7825,20.5405,15.4895,20.9625,16.739,16.228,17.565,13.4205,13.8755,14.42,15.463,14.939,12.9405,11.5235,11.525,11.971,12.0045,11.5035,9.277,9.366,9.8175,9.243,9.29,8.998,8.822,8.431,7.777,7.559,10.0285,8.4
