Demand,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
29/04/2021,1.9856,5.963,1.3058,1.64,5.6175,1.6081,1.312,3.128,6.08,0.7888,0.9472,5.736,0.024,0.032,1.3296,0.7232,0.184,2.1776,0,0.28,0.6288,0,0,0.9408,4.1088,0,1.0464,5.7405,0.8403,0.4672,1.6016,3.4304,0,2.2448,2.9888,2.7664,0.9664,5.8735,1.9137,2.6,6.923,1.5906,1.9552,5.339,2.3618,6.19,0.8468,1.6944
30/04/2021,7.5085,1.7635,0.8384,2.5232,4.3008,1.0896,5.6765,2.2707,3.1552,2.824,3.9856,0.6816,0.2,5.3935,0.1953,0.584,2.3664,3.1712,0.3904,1.656,4.8704,0.344,0,5.1325,0.0291,2.9072,1.9104,0.3296,4.0512,0.1456,3.1872,1.9088,0.656,2.0736,1.1472,3.4352,0.4336,2.9248,5.3695,2.2289,0.9648,4.3648,1.2784,5.883,1.5538,5.56,1.5072,0.768
01/05/2021,6.678,1.0756,2.2608,5.568,2.2288,2.6784,5.4015,0.8641,3.8512,5.3775,1.3777,1.7088,4.9504,0.8128,4.0272,5.4655,7.355,3.1075,3.9648,1.248,4.6656,2.5712,0.472,0.1648,3.8992,7.928,20.928,23.848,17.286,17.472,17.666,12.555,11.333,14.979,16.915,17.984,5.181,0.7682,3.6912,6.454,1.8484,5.984,1.752,3.6032,6.43,1.5492,2.272,2.4
02/05/2021,6.5245,2.8227,3.1248,5.739,1.5522,2.0336,2.544,6.0525,1.1507,2.8224,4.7808,3.5216,16.6655,13.608,5.3985,2.1472,4.8352,5.7615,5.003,2.0643,0.2368,0.3392,0.0032,4.9008,16.31,5.17,2.7056,0.1936,0.0448,1.8784,2.6912,14.926,11.184,14.1105,16.1135,18.757,19.603,8.65,2.6416,1.9792,4.3616,7.0815,1.9841,4.4704,6.0045,2.4035,2.1728,3.0464
03/05/2021,5.768,2.1536,2.0384,2.64,6.792,1.4896,2.0992,7.5855,1.4961,1.1024,5.9725,10.6095,19.608,18.653,0.797,2.32,1.8064,0.2816,0.8976,0.6816,0,0.1296,0.024,0.8944,11.838,7.877,7.5985,14.328,20.875,12.2575,20.205,20.8655,19.736,17.424,18.989,19.856,12.1135,5.984,2.6626,6.024,2.3552,5.384,6.0655,1.6721,5.8,2.4576,1.4544,3.608
04/05/2021,6.827,1.461,3.4432,5.686,2.4356,3.2032,4.0912,1.512,5.2175,0.8113,6.1855,2.1009,0.0384,2.7088,3.4096,2.6592,3.408,3.2144,5.168,0.0656,3.0304,1.416,1.5616,0.6096,0.5632,0,0.3152,0.8112,1.2496,13.4,16.2845,14.077,14.4095,15.152,20.093,20.9295,21.56,21.736,6.9565,5.218,5.243,3.3218,5.3055,4.3313,4.2704,3.6992,2.9936,3.112
05/05/2021,3.7376,2.4112,4.3552,3.2352,4.0464,3.0816,1.848,3.0976,3.112,2.8944,3.0192,3.3744,2.9696,2.2704,1.7872,0.3296,1.8752,1.0592,1.3264,1.5936,1.2528,0.7808,0.5616,1.192,1.2208,1.4384,0,1.2592,1.168,1.0304,0.3376,1.08,2.3152,1.6144,2.8048,3.1904,2.8048,2.6848,3.48,2.408,2.824,1.9904,2.4064,3.3552,2.72,1.8432,2.352,3.4576
06/05/2021,0.7552,3.0448,2.6832,3.2288,1.2352,3.0864,2.6976,2.0224,1.3152,2.4528,2.6848,0.6048,1.2016,1.5216,1.0384,0,1.4624,1.088,0,1.024,0.736,0.1648,0,0.6672,0.8928,3.8752,0,1.6736,3.312,0,0,1.5792,4.216,0.3232,0.664,4.0096,0.4688,0.2368,5.003,2.7634,1.4976,1.2736,6.1165,1.8211,1.1648,1.744,5.992,0.944
07/05/2021,3.7696,0.8192,5.712,1.4176,1.728,5.686,1.5348,3.0944,1.3824,5.144,0.7616,1.4064,16.347,15.1105,9.691,5.0785,4.6994,2.7856,1.3744,1.3872,3.3216,2.3056,1.2224,0.68,1.2064,2.0128,3.736,10.8655,8.7425,13.1005,17.9265,19.123,12.208,17.3155,17.5725,19.581,12.5185,0.4817,1.728,8.0575,2.1217,2.0352,5.032,7.558,2.2516,3.2672,2.8752,6.0255
08/05/2021,1.4689,1.7024,6.27,1.8228,3.0288,1.2192,6.1645,1.6483,3.2016,5.9885,0.9187,8.2415,18.2145,15.4895,6.5615,2.8034,1.4336,2.0112,2.2112,1.3776,3.408,1.984,0.9776,0.1328,1.1024,1.1744,0.1616,0.1712,0.5552,5.984,3.48,10.131,12.3745,14.2705,19.2845,19.8495,20.9235,21.579,21.3235,21.456,20.768,1.784,2.6,6.4415,1.8049,1.9152,5.867,1.7122
09/05/2021,7.235,1.6194,2.8368,4.8496,2.5328,6.3885,1.8435,1.2096,8.166,0.922,0.7248,4.7936,16.616,14.0175,5.4445,2.4228,1.8544,0.1792,0.6832,0.0288,0,0,0,0,0.0304,10.2445,22.797,15.5085,0.8132,1.368,12.03,18.866,19.6575,21.0065,20.3775,21.2335,7.232,3.1362,4.3568,5.456,4.3792,2.3152,6.832,2.5408,7.283,1.4658,8.4575,1.9393
10/05/2021,5.408,2.312,6.0925,1.8547,5.758,1.9204,6.15,2.0676,6.662,3.0628,4.8624,4.4128,19.3085,18.4465,8.9105,3.4353,3.152,0.288,0,0.44,0.0992,0.6096,0,0,0,0,1.4288,0,0,0.8672,5.7325,21.728,20.6945,19.6,19.2335,18.677,20.2255,20.0865,21.3565,11.325,2.8818,6.9965,2.7267,4.3552,7.5695,2.1889,2.0896,4.2496
11/05/2021,6.7085,1.7427,6.139,1.9426,2.472,3.9824,3.344,6.086,2.4468,5.3535,0.8385,7.0685,20.536,19.4175,6.106,4.3008,2.3664,0.0672,0,0,0,0,0,0,0,3.7072,10.099,8.667,0.0548,10.8175,16.1165,18.978,14.5615,15.352,18.2015,19.173,20.099,9.371,3.8516,3.472,4.2304,4.1872,4.0064,4.048,3.0944,3.3504,3.968,3.8592
12/05/2021,4.1776,3.416,3.208,1.5744,2.9648,2.784,3.5216,2.9712,3.3664,1.1552,1.8864,1.792,1.5008,0,1.4368,1.8432,1.3952,1.352,0,1.1968,1.232,1.2544,0.9872,0,0.7168,1.3872,1.2192,1.2976,0,1.0464,1.3168,1.8944,0.0144,1.7264,1.5264,2.4064,2.5104,1.6912,3.9008,4.4256,4.4704,1.9584,3.4704,3.76,4.3056,1.8672,4.6,3.8416
13/05/2021,3.416,2.2736,2.8768,2.928,2.4112,1.3168,3.12,3.3456,1.2512,2.3792,2.0112,1.8192,0.1744,0.8464,0.9312,0.7968,0,0.36,0.5456,0.264,0,0.5616,1.2256,0.8704,0.0064,0.0144,0.0656,0.0496,0.3568,0.5632,7.952,2.6,5.5405,7.5905,2.973,4.2144,2.3024,5.144,2.5072,4.9072,7.4045,3.0931,5.128,2.1088,6.622,2.0004,4.112,6.4
14/05/2021,1.9264,2.656,5.76,1.1952,4.6928,3.6224,1.3728,3.1184,5.9935,1.3761,3.264,7.483,0.4866,3.6288,0.6528,8.03,5.144,2.3412,0.832,0.7296,0,0,0,0.008,0.9536,3.7792,7.992,2.2352,0.0032,0.2128,5.7005,12.4835,11.792,15.158,16.7155,18.2,11.211,2.3235,5.5645,2.0211,3.96,6.55,2.53,1.7536,3.48,6.2575,1.5153,1.8448
15/05/2021,5.9085,2.0227,6.198,2.4132,1.8544,6.195,2.0114,6.235,1.8082,1.3152,4.8368,13.342,16.0865,14.4655,0.2516,2.816,4.0736,1.0032,0.064,0.4336,0.1184,0.7584,0.6224,0.0224,4.8928,6.608,5.166,2.4164,5.726,5.9315,9.3645,18.2705,16.7615,17.557,17.853,16.595,19.029,20.742,21.936,15,1.9828,5.3725,5.3635,3.168,1.6608,5.55,2.5972,4.584
16/05/2021,4.3072,5.9245,1.9011,2.0848,3.896,7.467,1.589,3.3584,4.2544,4.2624,0.8928,2.3248,3.2288,0.04,1.36,3.7504,15.6525,16.397,4.8913,1.368,1.9376,0.104,1.7712,11.3775,10.7005,11.714,11.72,14.9215,10.1665,10.779,13.5585,14.2065,12.9695,14.032,16.043,18.4575,20.4595,17.792,3.3617,4.5296,5.2255,2.2241,5.166,6.5745,2.0899,4.0528,5.9245,3.0979
17/05/2021,1.5392,3.4656,6.256,1.752,6.35,1.474,3.9968,6.0735,1.7281,1.2816,3.7216,5.267,16.656,19.101,13.5535,4.3873,6.478,3.402,1.96,3.0208,2.1952,5.3725,1.8323,0.2496,1.2128,7.054,3.5508,1.4352,0.9856,2.9888,11.128,21.662,20.1395,20.6205,21.3475,21.432,21.5165,21.866,14.36,3.8928,6.787,3.029,6.6175,4.5297,1.6704,3.4208,6.7805,1.8163
18/05/2021,6.083,1.757,1.8064,6.496,1.5536,4.568,3.9104,3.0768,3.1344,5.464,1.3504,4.1632,19.974,20.7315,11.1775,7.835,9.597,6.629,6.4575,2.2097,0.0544,0.1776,1.4368,0.9056,9.123,23.7775,22.824,22.6415,22.205,24.376,21.84,18.789,19.392,19.3295,19.443,19.848,18.853,7.2975,6.579,1.9636,2.5072,6.2445,1.7427,7.136,2.2192,1.5024,3.624,6.227
19/05/2021,2.3538,1.7488,6.139,2.2018,5.414,2.778,2.0144,7.384,1.536,1.4256,5.251,0.8418,1.024,6.5965,1.3139,0.5184,4.6304,0.0496,0,2.0464,2.6976,0.5904,0,0.7728,2.1264,0,0,3.7776,0,0,0.8416,2.3488,0,0.2816,3.3824,0.6896,1.0144,4.8256,2.5552,6.4365,2.6595,3.3312,6.614,2.0388,6.267,2.5618,2.6016,4.2816
20/05/2021,2.4912,7.344,1.76,1.7216,7.136,1.4928,1.0304,4.7808,1.8992,6.7485,0.6355,0.2464,1.192,4.8032,0.4544,0,2.1968,0.2784,3.2912,0.2608,3.3952,0,0,3.7392,0,0,0.0416,5.096,0,0,5.358,0.1924,0.6736,2.9184,4.0128,3.664,2.2128,6.334,1.8276,1.5728,6.6735,1.5553,1.032,6.907,1.9474,1.3856,6.752,1.8112
21/05/2021,0.736,5.0045,1.0547,1.9968,4.8224,1.5008,3.6144,0.856,6.944,0.7936,0.0032,4.7232,0.0048,2.8944,2.792,0,5.488,3.4096,3.9664,0.6368,3.0384,0.976,0.0496,0,1.4288,1.72,19.304,20.08,19.15,14.181,12.771,17.581,16.76,17.464,16.752,17.717,0.7312,0.9376,3.7088,1.6384,6.3215,1.7569,3.104,6.47,1.594,1.5232,5.7165,1.6003
22/05/2021,1.5424,3.7168,3.3744,2.8016,7.176,3.1056,1.9744,5.9775,1.5873,1.416,1.0288,20.894,20.8275,17.0255,2.453,8.5215,10.6,5.7055,2.1362,0.0448,1.1168,0.6224,0.2208,0.0096,0.9008,1.4304,8.403,7.6,1.597,0.9312,4.2656,14.563,12.3935,12.9025,15.277,16.739,14.7905,0.8449,3.9376,2.8608,2.6544,2.8176,3.2768,4.232,1.552,3.7712,4.2528,3.1648
23/05/2021,1.6128,3.4512,2.8304,1.4528,4.0784,2.9936,1.416,3.6624,2.7728,3.0976,0.8048,1.9408,1.1744,0,1.2224,0.9664,0,6.888,0.1264,2.1728,0.7824,2.016,0.0144,1.9472,1.12,0,1.0624,0,0.9744,2.7184,13.112,1.9296,0.0512,1.288,0.0128,5.5565,2.2115,0.0992,0.712,1.3024,4.5552,1.5312,4.752,1.1072,1.1568,6.3885,0.8195,1.112
24/05/2021,0.9568,6.203,0.9538,1.144,4.8784,1.072,1.0896,6.808,0.8608,0.5488,0.0544,10.4095,15.464,14.019,3.3219,1.824,0,0,0,0,0,0,0.008,0,0,0,0.0096,0,3.6368,13.8125,15.424,15.6465,13.645,16.3295,17.1005,20.437,21.152,3.0498,4.8656,4.9616,4.224,5.782,5.744,5.7585,5.4335,3.7844,4.672,4.6016
25/05/2021,3.2704,4.4992,4.8352,4.7408,2.4496,4.3888,3.4336,2.584,2.8672,2.4896,1.8992,0.8592,2.0896,1.6704,1.2592,0.2432,1.4208,1.2592,1.0288,0.0224,1.1616,1,0,0.92,0.8752,1.1488,9.502,0.0228,1.2384,1.2608,0.5984,1.2288,0,1.2336,2.2544,0.7584,1.7552,0.9888,2.416,2.6016,1.5264,2.3872,3.9152,1.544,2.7776,2.9104,0.728,2.8208
26/05/2021,2.616,1.5344,2.0288,3.2896,1.3728,2.6032,2.6992,3.2112,0.9872,2.312,2.6,0.2176,1.1632,1.9216,1.9456,0,1.1856,0.8336,0.2688,1.2128,0.072,1.1328,0.9696,0.2736,0.5888,0.664,0.5328,0,0.9632,0.8112,0,1.1456,0,1.0688,1.2032,0.0208,1.7216,2.0928,0.7264,2.7232,2.1776,1.4144,3.72,3.544,0.9888,2.5136,2.904,1.744
27/05/2021,2.8064,2.2016,1.6768,3.1376,2.8736,1.736,2.4592,2.6144,1.5136,1.848,1.5264,0,1.168,0,0.8704,0.608,0,0.5632,0.4976,0,0.3456,0.1232,0,0.1392,0.1312,0,0.3904,0.4304,1.6864,2.1248,0,0,0,1.2304,0,2.52,3.4144,1.4384,4.9104,1.7872,4.12,1.584,4.0464,2.5952,3.1536,3.6384,1.9888,3.52
28/05/2021,0.9856,3.8224,1.0896,3.9248,3.3824,1.528,4.552,1.088,3.696,0.4688,2.624,3.4832,0.7808,0.28,4.2256,0,0,0,0.9664,0,0,0,0.2064,0,0.2512,0,0.48,0.0144,0.6016,1.0608,0,1.0496,0.0096,1.4592,0.0128,2.5552,2.5296,1.9648,4.6336,1.4368,3.2176,1.6416,4.096,1.9744,3.7264,3.3536,1.4288,4.0032
29/05/2021,1.5008,3.264,3.9968,4.264,1.4576,1.2864,6.222,1.2564,1.2032,0.224,2.5936,7.4445,16.0355,14.288,2.9792,2.76,1.6304,0,0,0,0,0,0.0016,0.0464,0.0128,3.576,6.2685,10.3155,0.0112,1.352,12.792,15.99,16.97,17.955,19.571,20.978,6.4285,3.7587,4.1968,9.936,5.0285,5.1985,9.4735,4.6387,4.32,4.344,8.944,2.6496
30/05/2021,3.4336,5.126,4.698,2.2304,2.4704,7.52,2.6112,1.8432,2.0768,6.6125,0.4339,2.4416,17.2605,15.349,4.7969,2.8224,1.704,0,0,0,0,0,0,0,0.6192,0,9.3375,8.6445,17.9635,18.5965,20.1745,20.7855,7.312,4.33,4.8528,6.4285,7.245,5.5825,4.2336,6.334,6.4195,6.451,6.3345,5.3615,4.2291,4.0656,4.2192,3.6016
31/05/2021,3.4384,3.6432,3.2832,4.0672,3.5744,3.36,3.0832,2.8288,2.8672,4.112,2.7088,1.4176,1.1792,2.3536,3.328,4.8592,2.9616,3.2112,3.2064,0.84,4.4032,4.8208,3.632,4.5216,1.4432,2.3168,2.208,2.776,2.0224,2.7952,10.0525,15.4145,17.704,21.731,22.285,21.8175,10.1055,2.5972,4.568,9.182,4.41,4.56,4.3328,8.3615,3.8609,4.1216,7.6255,5.867
01/06/2021,3.7635,3.352,4.0592,4.5472,5.446,2.6868,5.2895,3.0897,5.6125,1.4499,5.334,12.3425,16.032,12.3635,0.168,2.408,4.1296,1.4,0,0.3536,0,0,0,0,0,10.2975,3.6769,0.0032,0.0832,5.915,11.285,15.483,12.072,13.3105,19.2815,13.4945,1.5841,3.6416,2.9936,2.2816,4.0432,3.5152,3.0768,3.9456,4.872,2.4576,3.1632,4.344
02/06/2021,1.7456,2.7472,3.7856,1.6496,3.6304,3.3808,1.7552,3.6064,2.76,3.3072,0.584,1.4128,1.216,0,0.8384,0.632,0,0.4624,0.3472,0.1536,0.2544,0.3136,0.296,0,0.2832,0.3632,0,0.4416,0.4304,0,1.4288,3.6192,1.1136,3.4064,4.0176,2.3968,4.12,3.6976,2.2352,4.5312,3.5488,2.3664,4.3424,3.76,4.2512,3.1872,3.6976,3.5696
03/06/2021,1.9568,2.8288,1.3808,4.3552,2.8672,1.4288,3.3872,2.8304,0.9136,2.5424,2.8352,0.5856,1.6176,1.128,0.0128,1.6976,1.4144,0,1.032,1.1392,0,1.08,0.912,3.888,0,1.08,0,1.76,0.0464,0.6992,1.6528,0,0,3.9632,0.048,0.5104,0.4224,6.0815,1.5441,1.1888,1.5856,3.3984,1.9184,3.76,1.8272,2.8688,4.0608,1.9008
04/06/2021,4.8224,1.6352,3.6656,1.6736,4.1552,4.7184,1.12,3.7264,1.0016,3.2896,0.4016,3.696,16.2735,19.251,7.456,2.5267,2.32,0.56,1.2032,0,0.4176,0.1088,0,0,15.9645,17.029,14.7135,17.8465,11.864,0.4305,14.582,17.0195,13.696,19.0045,19.1315,19.8015,20.901,11.912,4.304,3.2448,7.403,3.9202,7.6095,4.4433,3.696,8.6175,3.7489,7.4925
05/06/2021,5.4705,3.8258,3.8816,9.0445,2.1587,1.744,4.9296,2.52,3.1184,5.4765,0.4755,4.0144,0.0192,3.1872,0,2.3664,2.5648,0.8896,0.0304,0,0.1616,0,0,0,5.827,12.971,12.722,3.5568,0,0.0304,2.9168,15.9005,15.6545,16.275,17.9745,20.4225,10.9935,4.1315,5.987,4.237,6.7215,7.5745,4.9728,3.8768,3.7888,8.856,3.4336,3.6128
06/06/2021,6.376,6.2365,3.8099,4.0688,8.9165,3.6931,3.8864,3.6976,8.6925,3.0323,1.4,2.328,0.0512,3.2416,0.2144,7.8845,11.717,4.1761,0,2.9712,1.768,0,0,1.696,9.4015,10.5585,16.08,17.3055,15.259,18.0095,15.2755,18.6175,21.051,21.7345,21.925,21.755,21.4785,23.019,23.746,24.019,24.4095,23.904,8.2195,9.6285,4.8099,5.043,9.08,4.5554
07/06/2021,4.168,4.3696,9.552,4.4352,4.2672,6.016,7.035,3.9922,3.7024,8.611,2.7842,12.179,21.6625,19.963,3.2947,7.486,10.5075,4.6129,1.8736,0.8832,0.1584,0.2192,0,0,0.08,0,0,0.7056,0.2,0.4272,0.016,0.2576,0.2288,0.272,0.6112,1.3424,2.9664,4.0448,3.9072,4.5472,4.9712,4.9936,4.6992,4.5088,4.2496,3.8416,2.2832,4.2
08/06/2021,3.952,4.312,4.0704,4.1568,3.9232,4.1088,3.9216,4.1328,3.8128,3.9232,2.5488,3.1088,3.28,3,3.8672,1.2992,6.243,8.1505,4.4417,2.2784,5.744,4.7584,11.6735,20.76,16.6545,13.9645,10.8015,0.1844,6.0845,22.048,14.4255,16.642,16.8975,17.331,19.1585,3.3346,5.3325,4.0563,5.795,5.667,4.5044,6.1375,5.7025,4.1472,5.3005,4.8627,3.5344,5.3215
09/06/2021,4.5793,4.584,5.1885,3.6547,5.2685,5.1535,3.6868,5.075,5.3025,3.0401,3.4096,3.6384,1.0096,2.5568,0.6672,1.3216,0.912,0,0.7072,1.0368,0,1.1088,1.0464,0,0.7536,0.4064,0,0.4688,0.5568,0,0.7584,0.8176,0,0.9888,1.3136,0.9312,3.4992,4.2992,3.2544,4.8816,3.704,4.872,5.104,3.68,5,3.44,3.7952,5.0125
10/06/2021,5.069,3.6289,4.9872,5.1695,3.7137,5.2205,5.128,3.6195,5.014,1.7508,2.7072,3.5456,3.5552,1.2656,2.1008,1.3808,0.0128,1.336,0.7504,0.328,0.6736,0,0.3808,0.2816,0,0.32,0.5232,0.4912,3.6032,1.808,1.3072,2.1216,0.0048,1.784,0.5168,5.158,6.0195,4.0033,6.763,4.5714,7.552,4.9568,7.099,5.832,6.112,5.9745,4.1841,6.5055
11/06/2021,4.1505,6.176,4.0816,6.1135,7.731,3.7475,4.0528,8.616,3.4016,2.2816,2.5616,9.0975,19.7775,19.3295,9.1055,9.064,11.2835,10.24,8.3585,3.1008,4.8512,1.056,1.088,0.1968,0.2576,0,0.0032,0.0464,2.1952,4.3248,2.9936,3.6064,0,0,0.4816,1.2736,1.5872,2.7104,3.56,3.5344,3.7504,3.896,3.5968,3.6416,1.8512,3.616,3.8416,3.6
12/06/2021,3.44,1.128,1.2816,1.4672,1.3632,1.5792,1.6752,1.376,0.6704,0.7792,0.848,0.2176,0,0,0,0.6544,1.984,3.0192,0,0.256,0,1.5744,10.366,7.6915,12.0015,12.795,13.138,10.384,0,7.4575,19.0495,21.2895,19.3535,19.6835,16.1455,20.2145,22.2845,23.0275,11.7325,5.114,9.4685,4.2979,6.1135,8.0625,3.1776,5.859,8.736,4.165
13/06/2021,3.8624,5.779,8.579,4.1748,8.438,3.9988,4.072,8.1085,2.7939,7.867,2.2738,5.099,1.0546,0.6672,2.632,1.6576,1.6368,0,0.0096,0.1216,0.2336,0.336,0,0.2608,5.5325,16.725,10.0045,20.6995,1.9025,2.216,4.0768,18.192,16.835,18.923,17.69,19.0095,8.0145,4.04,6.158,5.632,8.0145,4.5427,6.902,8.68,4.0596,4.2784,5.974,8.805
14/06/2021,4.0754,7.544,4.0768,7.627,5.347,4.2516,8.638,3.4756,4.0288,9.3055,3.5281,9.3165,21.8195,22.0975,10.5535,5.696,0.8258,7.376,2.3872,2.7232,2.8384,0.008,2.2624,7.502,15.882,15.1775,22.3295,3.309,3.9024,17.3295,18.056,16.1745,16.099,14.701,18.206,2.0292,3.6688,7.5615,3.8129,7.9775,4.0369,5.9565,8.4655,3.586,7.768,3.9568,8.2895,3.9121
15/06/2021,7.7885,4.1107,10.2895,4.1073,4.0432,5.814,8.586,3.4192,3.656,5.6365,7.84,20.464,18.6115,11.3805,0.0227,2.6048,3.384,3.1552,4.4064,0.0976,1.0896,0.4416,0.0032,0,13.3375,15.2305,17.355,19.677,23.966,23.552,22.3585,21.8655,22.973,4.1874,5.443,3.5218,6.6335,3.6657,7.48,4.4416,7.552,3.8992,6.8285,3.5411,7.982,3.7316,3.8688,7.7245
16/06/2021,3.8803,7.87,3.866,7.606,3.6996,4.848,6.243,3.149,7.1855,3.1681,5.974,1.5412,3.76,1.256,4.3392,1.8336,0.7392,3.1152,0.0592,2.8368,0,2.432,0,2.4928,0,0,1.7888,0.0928,2.1504,0,2.816,0,0,2.392,0.0224,4.376,0.264,4.1792,0.9424,2.0864,4.4704,1.4304,4.6576,1.3248,5.387,1.3906,4.9552,1.4624
17/06/2021,5.064,1.5168,2.6576,4.0944,1.4048,5.1165,0.9123,5.07,1.1892,4.9232,0.8656,4.248,0.3984,3.5824,0.4176,0,3.5904,0,2.2656,0,1.9216,0.44,0,3.072,0,3.1504,0,3.0336,0,1.7648,0.16,0.6912,3.168,1.2928,4.0528,0.6992,0.856,6.7135,1.0705,0.7872,7.3965,1.3587,1.0272,1.608,5.4525,1.5251,5.6095,1.5169
18/06/2021,1.6656,6.1085,1.7203,2.8928,4.2688,1.2768,5.8765,1.3587,1.4688,5.04,0.4704,1.1888,20.1455,20.672,11.1825,3.0736,6.1645,1.1811,0.0656,0,1.7904,0.6688,0.0816,2.9728,21.328,11.264,1.272,3.16,3.0256,11.451,18.56,24.0335,19.8305,21.1585,22.1085,17.5635,4.2049,4.1904,7.368,4.1104,7.5085,3.8867,5.8285,8.8835,3.952,5.843,3.8386,8.539
19/06/2021,3.9378,5.9245,8.3535,3.9476,3.9904,5.2415,8.5165,3.842,3.5392,7.8285,2.0803,8.0175,17.896,16.7185,3.4256,3.3152,2.1744,0.0016,0.2992,1.3424,1.1696,1.7424,0.5632,0.8112,13.784,6.848,16.6415,15.4065,4.1456,1.9664,18.035,21.016,13.2975,15.285,17.0625,12.219,4.0994,7.8605,4.7827,5.0175,8.3745,4.6384,8.27,4.4708,6.7055,8.731,4.0515,8.6975
20/06/2021,3.9825,8.0205,4.0019,7.8605,6.4015,3.4436,8.784,3.8976,8.3135,3.1873,4.1872,4.7136,17.995,16.725,7.291,2.2338,3.4608,0.8832,1.4224,0.248,0.0896,1.3216,0.008,0.008,6.302,22.653,20.915,2.5796,3.2944,2.4992,8.211,19.1585,18.251,18.3295,20.864,21.224,4.9156,3.6736,8.7055,4.0833,8.568,3.688,5.8685,8.44,4.1075,8.8445,4.2323,5.472
21/06/2021,4.72,8.824,4.032,5.9565,8.4625,3.7218,4.0736,8.611,4.005,6.48,6.056,18.3375,23.088,20.744,4.0849,9.032,7.864,4.6496,6.0205,2.7203,5.939,2.2178,0.6912,17.843,12.867,13.9555,17.587,19.0835,20.4525,18.2035,20.395,16.7905,16.9505,8.054,5.002,2.8896,7.699,3.6962,8.768,4.4448,6.0445,9.0625,4.6594,8.904,4.1168,6.3485,5.7825,7.0495
22/06/2021,4.0883,8.6525,3.9347,8.8125,3.4691,8.43,4.1268,3.9008,8.763,3.6354,6.2525,6.5745,21.773,23.174,10.698,7.32,6.72,2.976,2.7136,3.2672,1.4016,2.3856,0.6128,3.176,11.1885,14.4095,0.0468,0.6128,0,1.0592,8.7055,17.84,16.936,17.531,21.0655,20.013,20.248,21.824,21.1135,3.8835,5.014,3.9108,5.1085,5.4115,5.256,3.792,5.371,5.392
23/06/2021,5.435,3.8436,5.4125,5.1295,4.8404,5.0095,4.0241,5.206,3.4068,4.7504,3.6768,1.9104,0,1.424,1.0656,0.9856,0.0016,0.6384,0.568,1.2032,0.0256,0.8032,1.2848,0.752,0,1.2816,1.1248,0,1.6096,1.24,0.04,1.4672,2.592,1.0016,4.1008,4.048,2.576,4.4112,4.2928,3.5776,4.752,3.7136,4.992,5.1245,5.24,3.7187,4.9952,3.8192
24/06/2021,5.1935,5.0445,3.5732,4.7776,4.8752,4.6496,4.1152,5,3.368,4.296,3.6704,3.4272,1.2576,1.3504,1.4512,0.008,0.7984,1.4944,0.08,1.1104,1.0896,0.064,0.8768,2.1152,2.1296,0,1.1136,1.1296,3.8544,0.0864,2.9424,5.302,2.2692,4.0112,4.0512,5.79,2.9796,7.264,5.47,3.5764,5.848,3.9456,8.1725,3.7411,6.963,6.091,3.866,3.9296
25/06/2021,5.6445,6.4095,3.61,5.7615,3.6145,7.6175,1.8849,3.3392,6.086,1.6404,1.4592,5.715,18.768,20.755,10.4465,4.4675,5.467,3.2306,0.6736,1.1104,0.088,0.104,0.7616,0.5296,4.7568,23.6175,10.6575,4.0066,6.766,7.312,18.5715,24.4705,21.374,20.8545,21.1555,20.464,20.1165,13.472,3.6051,7.158,3.3972,3.9536,7.2895,3.6369,6.918,3.7684,6.96,3.8928
26/06/2021,3.7584,6.795,3.6594,7.04,3.0848,6.443,3.589,6.3455,3.3265,5.848,2.3264,17.0045,21.8625,21.4895,10.4145,7.4495,7.5535,5.0705,2.8547,0.152,1.4192,0.016,0.1232,0.0688,0.592,12.582,10.3955,2.3329,0.0224,7.896,18.1695,12.576,17.872,19.9005,19.093,10.4895,8.4515,3.7872,6.0335,6.2095,6.592,4.4018,6.438,8.773,4.0194,6.003,4.405,8.7455
27/06/2021,3.9457,5.939,8.1185,3.8705,3.4544,5.8685,8.6895,3.898,3.9536,9.0015,3.2481,10.88,21.806,21.285,6.075,7.448,9.005,7.0385,6.1405,1.1252,4.3056,6.0045,1.4435,0.4672,5.574,11.845,16.539,6.696,0.0004,0,11.368,12.8735,13.168,14.4545,17.9245,16.2975,2.9476,7.75,3.7444,6.302,8.6275,4.4705,8.5375,4.0737,8.107,3.9746,7.768,7.491
28/06/2021,4.9106,8.5965,4.0419,8.2285,3.7875,8.488,3.9328,8.115,3.9874,8.39,3.9652,18.102,22.685,23.067,3.7476,6.248,5.872,5.683,5.3825,1.0257,0.2288,0,0,0.0176,9.814,10.341,14.565,8.494,15.24,18.418,19.198,16.349,14.6415,15.8945,17.6495,20.6385,21.085,22.3295,22.9345,22.134,6.168,6.514,7.31,4.266,6.4525,9.5695,4.1204,4.128
