Demand,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
02/11/2021,3.2,2.5696,2.616,1.8784,3.3664,2.8592,3.7232,2.4112,6.7725,7.277,7.1025,6.496,0.9728,2.7136,3.2272,2.952,0.728,1.9408,1.3568,1.8752,1.44,0,0.8544,1.1008,1.208,5.75,1.178,2.272,2.576,3.104,2.3072,2.6496,7.992,2.0064,1.1296,7.278,1.8372,1.1968,2.1072,7.366,2.4196,1.64,2.512,5.4925,5.664,1.8675,4.5536,0
03/11/2021,1.2432,3.4016,5.6205,1.6611,2.8016,6.534,1.4628,0.9424,5.2175,10.832,5.4525,5.488,5.9585,2.8115,3.016,6.3965,1.8483,7.203,10.68,7.3375,5.1935,0.0148,0.5024,1.4944,1.3376,0.7808,6.712,17.7055,21.3885,2.8324,7.2495,9.496,18.851,23.4675,17.811,18.459,21.213,21.429,10.614,2.9156,4.2784,3.184,9.563,3.2162,10.435,3.4034,0.008,0
04/11/2021,4.7936,1.4736,1.5088,3.0848,6.099,1.7154,1.656,1.816,11.544,6.4845,5.9905,11.1905,1.2433,5.6925,21.9635,21.4335,10.715,7.741,10.6045,7.786,4.7616,0.6608,7.038,8.754,5.1855,2.9249,11.6925,10.0435,10.496,4.9488,4.1488,8.691,23.4225,22.891,17.544,17.8945,21.8385,21.851,21.253,22.1325,18.906,2.56,7.6685,4.1139,12.2685,3.3059,1.6608,5.4735
05/11/2021,3.2865,1.5024,0.0016,5.3215,1.9729,2.1264,2.4336,6.8365,1.4115,2.1056,6.555,11.0575,1.6595,3.9856,21.2095,21.5265,12.451,7.6815,4.4035,6.3215,1.8737,1.472,1.0224,1.5152,0.4704,1.8048,1.5584,12.5645,24.1075,22.867,7.893,3.6976,18.0495,25.7375,19.36,19.7855,22.2675,22.587,16.3695,3.1363,2.8032,7.491,4.6658,6.227,7.853,8.614,2.5828,1.9024
06/11/2021,1.912,7.638,1.3844,1.6064,1.448,6.6895,1.3329,1.432,6.112,1.4176,1.6864,6.83,1.7764,2.3248,20.5615,21.7585,13.859,6.205,4.7392,2.3952,0.7664,3.4976,4.9056,1.504,0.608,2.5392,20.1615,20.9775,21.8255,11.392,4.8323,4.8,20.192,24.72,21.4,23.059,22.7425,22.704,22.5665,5.475,7.4895,6.5345,14.197,7.656,6.358,3.4788,3.1504,5.3165
07/11/2021,3.7395,3.4816,6.2045,1.4131,2.464,1.4224,5.2175,1.3617,4.5632,4.912,1.3248,1.2032,1.7344,21.859,22.571,19.512,3.85,7.6845,10.2705,10.784,7.765,2.8016,2.152,6.784,4.4112,2.7296,6.872,6.478,24.3345,24.896,5.944,10.2865,22.869,18.979,19.2655,20.072,22.621,22.7535,22.4,22.285,18.638,7.9475,7.803,8.581,7.8065,4.2992,4.4272,4.5088
08/11/2021,2.9584,4.3696,3.7584,4.5376,2.3792,3.3776,3.6928,3.5584,2.2288,3.6112,2.9504,2.9648,3.2736,1.2368,3.6192,2.792,3.1968,1.4752,1.8736,2.2048,1.4032,1.7696,0,1.7728,2.8672,1.056,2.7728,2.5232,3.7408,1.3504,3.464,3.7808,2.032,2.6688,1.2064,3.488,3.3792,1.7232,1.9344,4.3184,2.9136,1.4752,4.8432,7.4575,6.7025,1.5712,2.8304,2.9456
09/11/2021,2.7664,0.728,2.7344,3.1648,3.5664,1.688,2.7488,2.7264,2.6112,2.3904,1.5248,2.736,2.6176,2.1168,1.416,2.4544,1.8672,1.3584,0,1.0656,2.3232,4.5856,2.4304,0,1.7984,1.1056,1.2848,3.0896,1.0368,3.5968,2.2912,6.766,0.994,5.019,4.3522,2.192,2.8992,8.2365,3.0595,1.656,1.2176,6.6445,5.0995,5.1535,5.1585,6.0735,0.7681,1.368
10/11/2021,5.9935,1.4513,0.96,1.5712,7.926,1.5444,0.9024,4.4896,2.6784,1.416,0.736,5.667,1.0178,4.1024,6.696,3.2224,6.987,4.0946,5.558,7.168,5.618,4.344,2.8176,3.4016,2.9696,3.1296,2.9728,12.9215,21.0625,9.054,4.85,5.195,8.789,19.4205,20.381,21.8865,21.598,21.88,22.178,14.091,2.5506,2.392,7.79,6.029,11.299,1.9012,5.4765,4.2947
11/11/2021,1.488,1.5712,2.9552,5.2335,1.4417,1.6384,6.843,1.4562,1.48,3.0272,3.3952,1.4352,5.7485,2.7619,20.179,21.5585,15.5325,6.845,3.1346,5.5375,4.5345,2.1728,4.3552,8.2125,4.2243,2.5072,4.992,9.843,25.4225,24.6525,13.6865,9.5075,28.4015,24.4045,18.2785,19.325,20.7025,21.451,5.5215,3.2675,6.608,11.1245,7.76,6.1665,4.773,7.347,1.5074,2.1632
12/11/2021,3.1744,3.128,4.3728,1.5696,5.531,2.6338,1.5776,7.3805,2.1315,1.4608,3.6096,4.8352,1.6448,3.3184,21.7405,21.36,14.456,7.0465,6.1345,5.92,7.1105,3.2208,0.5856,1.88,1.8912,1.9376,22.406,17.7985,27.4655,9.648,5.192,11.464,28.4675,23.235,18.6435,17.507,20.3215,16.9555,3.4512,2.4112,9.307,5.443,11.5905,7.0175,4.8564,6.739,2.085,2.2016
13/11/2021,6.134,3.9524,2.1888,1.7472,5.9165,2.3283,1.5504,1.4976,7.6205,1.9779,1.5216,1.2672,3.2912,19.1805,20.8095,18.114,3.112,8.246,11.3875,8.8625,8.0575,4.8241,8.28,8.638,4.7108,2.8976,5.8,13.1645,11.813,2.2785,4.0672,8.835,11.68,23.723,20.7075,18.9105,19.6045,22.2,22.3825,22.181,25.9215,6.523,8.2095,9.6995,5.603,7.64,1.9603,3.0416
14/11/2021,7.51,2.4692,2.4528,1.8064,5.411,2.0946,1.5072,6.12,1.9056,1.8624,8.363,2.2386,1.8896,7.3775,21.88,22.2495,8.763,4.9812,4.0368,3.4064,1.5472,1.5664,0.4736,0,1.6848,0.5792,2.1568,8.4685,20.056,22.261,23.216,16.1485,23.7985,22.5105,18.5185,19.776,20.1105,8.016,5.243,3.9314,8.936,7.928,8.0845,6.8175,5.64,4.2036,0.0064,1.3456
15/11/2021,3.1472,1.3632,3.2528,4.4672,1.6576,2.4608,4.4624,3.776,5.7325,6.2225,2.9378,1.416,4.3616,2.7312,1.0544,3.4256,3.2864,2.4032,2.112,2.6464,0.6864,2.3616,2.2512,0.2512,1.5632,1.2528,0.1376,1.9344,2.1648,1.1184,2.4224,3.9776,3.1856,4.2752,4.5456,3.008,4.4352,4.416,3.0064,4.4848,4.328,2.8768,4.3376,4.24,2.8208,3.416,1.3648,2.5552
16/11/2021,2.6528,2.1184,2.8288,1.1616,3.344,3.1552,1.112,2.4736,7.152,5.256,2.728,4.1344,1.4208,2.4688,2.5856,2.68,0.4112,1.4272,1.0912,1.2272,0,0.8816,0.856,0,0.9376,0.9056,0.088,1,1.1424,1.5648,0.0816,3.2848,4.1424,4.1312,2.3952,3.7184,3.7952,3.6624,2.8624,3.4464,3.4832,3.392,2.0784,3.696,6.448,1.968,1.5856,2.9488
17/11/2021,1.5376,2.9104,3.224,3.264,1.9072,3.08,4.3456,2.5968,4.5872,4.4464,2.5328,2.9744,0.7968,2.8464,2.2912,3.3424,1.0512,2.0912,1.6736,1.9024,0.3232,1.0608,1.2784,1.2832,0,1.2592,2.8896,6.8015,6.6575,6.1425,4.7249,11.3135,16.4975,14.149,3.1216,2.3456,5.7375,2.5825,1.9984,3.8864,1.3088,4.2368,1.1328,6.6845,5.4915,2.4816,3.0048,1.3632
18/11/2021,3.9344,1.336,4.1616,3.3472,0.784,1.3872,4.1424,1.7872,0.7792,3.3392,0.72,4.7744,0.9504,7.483,21.3695,21.1535,11.818,7.272,12.2495,7.0205,7.237,4.221,8.118,7.0595,2.4625,1.8112,8.0415,10.0365,21.41,8.014,5.565,8.112,23.1215,23.3395,20.6365,20.8865,20.7215,21.357,21.4385,21.715,11.84,5.957,11.0845,5.8865,4.757,3.6832,2.4272,7.784
19/11/2021,1.7568,1.6208,7.23,1.4724,1.5984,2.7504,4.968,1.3584,1.5456,6.9725,1.4243,0.872,1.6368,21.19,21.432,16.218,1.4464,7.256,5.422,2.8292,3.2768,1.0144,0.8704,5.694,0.6644,4.4064,6.5615,10.9615,20.563,19.65,5.3725,12.8035,24.3165,19.549,17.7025,20.755,21.968,14.2545,2.5345,2.9024,7.046,11.3635,5.8465,5.4975,4.4881,6.5935,2.0577,1.696
20/11/2021,4.8144,2.1216,2.6976,1.6512,6.838,1.5396,1.6096,1.6096,3.528,3.7152,1.704,5.616,1.7248,4.2512,21.4495,20.4285,11.61,4.9136,2.448,2.0752,0,0,0,0,0.016,0,0.456,2.8016,20.5245,20.4385,20.288,5.0255,4.5907,23.264,19.99,20.634,22.32,22.2685,22.6435,5.763,8.1135,6.309,8.6285,7.8755,4.5329,4.264,4.544,2.944
21/11/2021,4.2624,4.4672,3.5088,2.3072,3.7424,2.9344,3.0352,3.3008,1.3552,3.8432,2.7776,3.2112,2.5888,3.0272,3.3424,2.7536,2.4624,5.163,6.541,4.2688,2.7936,0.4416,2.1504,3.0064,8.2495,9.0385,3.1872,3.336,10.147,5.739,5.36,4.258,6.014,2.5284,0.9632,4.9472,5.43,4.3572,2.3536,4.0896,6.8845,4.8547,7.427,7.187,2.4868,3.5952,3.4432,3.328
22/11/2021,2.7312,2.728,1.336,2.384,2.704,2.1376,1.24,2.6304,2.392,1.3872,2.3392,2.888,0.8752,2.536,2.6256,1.9488,1.5696,1.6688,2.2112,0.2688,1.5568,1.8224,0.0368,1.6144,1.5008,0,1.36,2.8048,19.3885,20.9535,21.154,7.283,4.5218,2.6272,7.3935,1.9857,2.4352,7.9615,2.2609,1.952,6.0925,2.3587,1.576,4.856,1.8048,2.1552,7.5375,0.9025
23/11/2021,0.9008,5.435,1.309,0.7888,3.3456,4.6624,2.2256,1.6288,5.5135,1.3633,1.3104,2.6768,0.84,6.611,0.8418,0.9184,6.2525,0.1395,0.088,5.39,0.0708,0.3312,1.7616,4.0224,0.4512,0.3312,5.224,1.3024,0.712,5.043,1.9378,0.9792,3.9984,1.1488,3.4032,1.2928,5.942,1.6356,1.1984,6.643,1.7842,0.9168,6.3135,1.5809,0.832,0.9968,6.102,0.8884
24/11/2021,0.9632,7.003,0.9794,0.7568,1.6512,6.3805,1.0211,1.3216,5.7615,0.9361,1.2,3.9632,1.416,6.352,2.5824,7.0525,2.7619,7.747,7.0065,4.6545,4.2992,5.5855,2.2353,5.755,5.789,2.8592,8.515,15.853,26.046,24.33,25.771,23.379,9.085,23.704,20.531,21.029,20.9425,20.979,20.9235,6.984,6.5325,1.5587,1.3792,7.136,1.6304,1.4848,1.6128,6.864
25/11/2021,1.6272,1.5824,2.3728,5.086,0.9748,2.2096,5.9535,1.5521,0.9504,2.5664,5.35,1.578,1.432,7.611,20.9265,21.4365,10.97,10.179,9.9295,7.0945,7.373,4.3552,4.8752,5.963,5.12,4.1074,5.264,7.2605,25.1535,24.44,8.3395,9.8815,9.1745,25.179,21.557,21.072,21.0865,21.518,21.008,21.3635,8.6525,2.0324,4.0768,2.1392,6.822,2.0084,2.1024,6.76
26/11/2021,2.1856,1.352,1.5232,6.84,1.504,1.4896,6.07,2.0356,1.9024,6.7325,3.5555,1.2784,1.8992,3.0064,5.843,1.8546,1.5024,7.614,19.49,20.931,8.579,6.3025,4.2291,4.0256,4.8272,11.854,26.805,28.141,26.0045,22.9375,27.0625,24.4995,23.139,23.12,20.867,21.002,21.7695,21.1485,20.9745,20.7615,21.381,10.776,2.061,3.7136,2.2864,6.795,1.2338,1.1424
27/11/2021,7.4525,1.0707,1.408,1.7968,6.203,1.0754,2.2352,6.6895,1.4561,1.7392,1.3376,6.667,1.573,2.1488,21.7965,21.552,17.381,8.3965,7.3345,5.8945,4.869,0.0016,1.2064,0.968,0.0304,1.0352,5.395,6.059,19.189,22.275,15.437,7.053,8.899,23.3695,21.6095,22.3955,21.792,21.795,21.7695,3.9764,7.768,2.552,1.7728,7.2205,1.9219,1.6128,4.2608,4.984
28/11/2021,1.0096,1.488,1.4272,6.6845,1.5283,0.9536,6.662,1.4884,0.9664,5.494,1.938,0.832,1.8976,8.16,20.683,21.1985,12.088,8.235,8.1555,8.0815,3.4817,3.7104,2.9936,4.0176,4.6256,5.243,14.52,11.643,26.154,25.648,24.195,19.9185,23.9645,22.32,21.5875,21.1585,21.438,21.218,2.4784,3.7744,4.7552,1.7296,4.1776,3.5136,3.6368,1.8528,3.6912,3.1504
29/11/2021,0.9632,3.1632,3.2768,2.9712,0.9632,3.2048,3.44,4.0272,0.8224,2.9168,3.3824,1.1552,3.096,2.896,0.9312,2.8208,2.4224,4.7376,0.3088,1.9104,2.5568,0.912,0.664,1.6432,1.6096,1.2464,4.3232,4.0432,2.9216,4.4128,4.0432,4.552,2.9776,4.3984,4.5296,2.8496,3.672,4.2576,2.6368,3.6032,3.536,4.3424,1.984,2.9584,3.2144,2.44,2.2416,3.184
30/11/2021,0.7968,3.6144,3.3488,2.2992,0.8112,2.8256,2.3264,2.024,2.2096,3.624,2.3472,2.3296,1.3296,2.4096,2.6896,0.9904,4.0528,1.8384,1.5968,0.456,1.2864,1.3808,1.5008,0.1504,2.8048,5.1375,5.6145,1.8656,6.2125,2.0627,2.0992,7.555,2.1298,2.5232,2.36,4.1968,4.6,4.2,2.024,1.7824,6.92,2.456,1.8384,1.3664,4.3328,5.3245,1.8931,0.944
01/12/2021,6.854,1.5588,0.8896,1.4432,2.1504,2.9952,1.7856,5.158,2.0196,0.7984,3.472,3.2544,1.1712,7.0415,21.2865,23.6045,11.9615,14.378,8.459,12.352,10.072,7.5455,5.6,6.648,4.8291,1.0336,0.6688,0.392,20.112,22.5455,21.987,22.293,20.123,22.3825,21.368,20.464,20.875,21.1105,20.7955,19.19,5.656,5.49,6.9245,5.296,8.3875,1.3552,0.016,4.7024
02/12/2021,0.7648,1.4784,6.7005,1.2195,0.8624,1.3472,7.1725,0.7603,4.5296,4.2208,5.475,1.3602,2.0208,7.312,21.1615,20.715,12.4415,7.88,7.3235,5.6575,4.4258,3.5584,2.2416,1.8752,2.2016,2.4528,15.1215,22.6415,19.325,21.0575,22.243,17.4705,21.163,22.9475,22.1825,21.208,21.376,21.368,20.7965,10.632,6.109,5.251,9.5375,5.0515,5.875,2.7219,1.0192,3.7584
03/12/2021,5.403,2.7282,1.1088,2.7792,6.171,1.421,1.88,5.379,0.7954,6.9775,1.7329,1.296,5.3935,3.7681,2.3024,6.3215,2.8321,7.342,8.213,3.6402,3.3376,3.1712,4.5312,7.68,6.27,6.573,18.3105,26.552,25.568,23.9615,23.3535,16.997,28.1215,20.261,21.3965,22.3185,22.283,19.9265,3.7971,5.4,7.872,7.59,7.098,6.771,3.2946,2.8192,2.6128,2.024
04/12/2021,2.6624,3.1408,3.5584,1.28,3.4832,3.0592,2.08,2.9328,2.2864,2.8416,2.032,2.2624,2.9072,3.0768,2.5184,1.9104,4.5072,6.454,6.437,4.3346,7.1725,2.1107,2.9584,3.6096,0.5344,4.264,5.3295,3.5889,7.11,8.032,6.018,10.2685,11.3635,14.587,9.8255,5.7935,3.7188,7.3165,4.6707,3.3168,7.6925,5.2335,8.12,5.968,2.0356,6.4205,1.1139,1.3728
05/12/2021,4.6032,2.7904,0.848,1.6848,4.4752,0.9312,3.5296,0.768,4.9696,1.3664,5,3.5616,1.8928,2.1472,21.68,22.446,15.6675,12.291,10.84,11.6255,9.29,3.3184,7.707,9.0145,6.9825,3.752,2.8464,5.7245,22.789,17.7245,7.962,10.142,14.3265,17.8625,18.939,20.6,20.792,21.026,20.918,20.384,23.5585,7.597,6.6525,6.218,2.424,3.28,2.8784,2.9472
06/12/2021,1.4448,2.3744,3.0048,2.9152,1.4048,2.3776,3.0272,3.0816,2.6288,1.6864,2.728,2.28,3.0608,1.2816,2.1856,2.9728,3.1712,1.7104,2.4816,2.7792,2.3984,0.1248,2.0752,1.5008,2.0704,0.5296,2.0064,2.4416,1.7856,1.0736,2.1424,2.9312,1.0192,1.808,3.56,1.648,3.3984,3.4496,2.3488,2.4928,2.5808,3.5984,1.6096,5.528,5.995,1.1282,3.1008,2.376
07/12/2021,1.5184,4.328,2.3312,1.4816,2.1856,2.736,0.7376,2.6864,2.3184,2.5728,0.8848,3.176,2.816,0.8816,2.9232,2.3888,1.3504,2.3728,1.9296,0.0096,1.0976,1.4704,0.1152,1.8624,2.2816,0.0256,1.752,1.5904,2.0704,0.4,2.6736,3.1632,0.3472,2.9824,2.4928,1.552,2.4944,3.0944,0.968,2.9744,5.8285,5.6145,4.6546,2.8432,6.528,1.5152,2.3648,2.7344
08/12/2021,1.4816,2.6736,2.8416,0.8304,3.1728,2.5728,2.8256,0.9952,2.5456,2.1728,1.0032,2.1568,2.4944,13.5935,21.2895,22.413,8.723,11.1935,9.0975,9.552,8.325,7.352,9.565,4.5264,2.3792,9.752,22.502,22.205,13.96,4.6274,7.011,12.467,20.848,22.818,22.36,21.52,22.163,21.803,22.05,20.9965,11.04,7.8035,9.3085,4.8883,6.91,2.2196,4.0672,5.979
09/12/2021,1.6226,3.1968,2.7584,4.8736,1.1504,3.3984,6.638,1.0548,3.5104,1.2592,5.488,1.2928,4.2864,6.7485,18.237,21.24,15.5215,8.4305,6.315,8.0815,8.4035,5.3805,2.65,0.1104,0.8624,1.0272,14.355,13.9825,18.7805,20.888,4.4468,5.251,0.9682,17.8845,22.9315,22.04,21.619,22.1425,21.0145,13.382,6.133,6.272,12.333,5.003,4.613,6.339,1.749,4.0016
10/12/2021,3.016,5.536,1.448,4.1472,6.264,1.648,2.7664,1.5312,6.968,0.824,1.4688,6.475,1.589,2.3072,3.0704,6.875,2.7234,4.0768,21.344,21.2015,12.0625,3.8688,7.952,9.8845,4.6307,5.2765,10.7955,22.1005,22.776,22.0065,22.931,24.2385,24.536,18.7315,19.52,22.2205,21.4385,22.256,21.664,21.363,26.08,24.0995,22.051,6.6895,5.536,3.2004,2.4608,3.6016
11/12/2021,3.248,2.8288,2.56,2.6032,2.352,3.2384,3.808,3.9312,2.4672,0.9728,2.7568,3.5856,2.8688,3.3008,3.1824,3.3328,4.1824,3.0256,9.707,2.773,3.5552,4.168,1.4432,2.952,4.0624,1.8656,3.6848,2.1232,3.3504,4.2496,15.592,5.4895,9.248,6.1345,0.1952,2.2352,6.646,3.5412,3.304,6.352,6.7215,11.8655,7.5455,6.1375,5.285,6.629,1.1712,3.5424
12/12/2021,1.9728,4.776,1.1648,2.9824,5.888,1.3808,3.6208,1.4448,5.547,1.7362,3.5152,6.0925,1.9635,4.2816,21.6125,21.7235,14.0895,8.0655,4.0082,4.9808,5.9565,2.1651,5.5245,3.3939,0.3392,0.2272,2.448,6.272,2.1744,3.5904,2.9344,14.71,21.9025,17.965,18.5425,21.2765,22.2625,21.4625,21.4205,21.0275,23.2495,5.189,7.7375,7.2495,5.104,3.2114,2.6704,1.5136
13/12/2021,3.2832,3.2256,2.6512,3.2256,1.28,3.0752,2.8336,2.272,2.72,2.768,2.9728,2.464,1.24,2.808,3.2256,2.64,1.8544,3.6256,2.776,3.0256,1.7216,2.4416,1.728,2.8736,1.904,3.1008,0.2976,2.8368,2.92,2.5056,3.16,2.8656,0.672,2.5328,2.6112,1.9376,2.9824,0.2784,2.6368,3.4848,2.1264,1.3984,5.435,2.045,5.87,2.0996,3.0832,2.1808
14/12/2021,2.704,2.0992,1.3152,3.7744,2.1936,2.8496,0.688,2.648,2.2544,1.4768,2.0096,2.8272,3.104,2.2128,1.1744,1.976,2.7552,2.8256,0.448,2.0624,1.2976,1.5392,0.1264,1.76,1.64,3.1824,4.4944,3.3744,1.9136,4.7376,1.7552,6.2735,2.5457,2.112,7.683,1.765,1.872,1.9744,5.064,4.4928,3.7568,5.032,1.8128,5.083,4.397,4.0752,5.782,1.1236
15/12/2021,1.216,1.1824,6.19,1.3908,0.9744,1.4256,3.0256,2.5552,3.5184,2.6128,1.0544,5.347,0.997,7.288,20.563,21.1905,15.3585,11.147,8.733,8.2125,6.389,2.4993,3.816,4.4416,8.339,9.8705,17.203,9.7455,6.7025,4.6403,4.4784,4.2112,16.9455,25.7455,21.6305,20.531,22.1025,20.595,20.832,20.373,20.269,20.5055,7.2305,1.4832,3.584,2.6208,5.054,1.3604
16/12/2021,1.0384,6.726,1.4724,1.2512,6.7645,1.6499,0.9616,1.5376,7.046,2.0452,1.5328,1.1248,6.5295,16.56,21.904,18.848,2.9025,10.027,9.7855,11.213,8.699,4.9139,2.7952,3.8816,3.6256,8.5085,7.181,8.187,18.133,22.7485,9.7665,5.8195,17.8015,22.323,21.541,20.88,21.235,20.7795,21.254,21.013,14.789,2.2048,1.768,6.0685,1.5923,1.6112,4.68,1.4192
17/12/2021,3.7376,2.7616,5.547,1.1778,1.8304,6.8015,1.1521,1.5808,5.822,1.5844,1.4432,1.1184,7.262,5.9635,21.1695,21.811,14.8195,6.1105,8.408,5.7215,7.3265,5.747,7.947,7.717,5.877,9.302,24.818,22.611,21.4705,22.8255,23.645,19.067,17.8,26.317,18.99,19.3505,21.9905,22.067,8.157,4.5074,6.8815,5.6175,8.072,6.9505,6.4765,4.066,1.8768,3.6352
18/12/2021,3.8896,3.3376,2.7568,2.656,2.6192,3.064,0.7632,2.7168,2.776,1.9072,3.0256,2.4016,3.0304,1.3584,3.3824,3.3024,4.1456,2.9664,4.3696,3.8752,8.2125,4.9171,4.2512,2.8192,3.2736,3.6496,2.384,4.136,3.7216,3.4656,3.6624,3.7312,1.8592,0.9648,5.2925,5.4915,4.0448,5.267,5.104,3.5074,8.747,8.829,7.259,7.451,4.2868,3.168,1.8288,4.3888
19/12/2021,2.96,3.4304,1.7696,3.2576,2.8896,1.3312,3.1504,1.9776,2.632,0.8864,2.8832,2.272,1.68,2.4624,3.0224,0.8816,4.0528,7.6525,3.9347,3.9248,2.2592,4.8944,2.9296,0,14.6525,11.149,1.5985,1.6016,6.8125,2.0387,2.8928,2.1232,4.5536,0.0592,2.0416,7.5405,2.0195,1.3744,3.5408,4.7776,5.099,4.6786,10.1535,3.8609,1.5008,0.8352,6.3935,1.1393
20/12/2021,0.8352,1.7536,6.6685,1.4179,0.9424,5.494,1.674,1.5504,0.848,6.1645,0.6819,1.424,5.702,1.3076,0.856,2.9424,5.5165,1.5459,0.4768,0.4208,2.6064,0.176,3.4224,0.744,5.8445,0.5411,0.0768,0.4336,6.2655,0.5153,1.472,0.7568,3.1648,1.2432,3.3168,0.7008,5.5165,1.2243,0.968,6.3805,0.8083,1.0192,1.4256,6.1455,0.8993,0.8208,6.096,0.7728
21/12/2021,1.4144,0.7136,6.832,1.3312,0.7872,1.2512,5.6,1.4768,0.8384,6.115,0.733,1.24,2.6544,4.312,1.2656,0.8784,3.9696,0.7184,3.6256,0.2656,3.7872,0,2.2672,4.0336,0,0.432,4.9088,0.7264,0.2432,0.3408,5.56,0.5568,1.328,4.344,1.3344,0.7488,2.9856,3.0528,4.7552,2.3472,1.3824,5.451,1.3074,0.8224,7.1485,0.8995,1.216,0.8
22/12/2021,6.0925,1.1651,0.8784,1.2176,5.526,1.218,0.9072,6.038,1.378,0.9264,1.2544,3.24,1.848,6.84,1.3664,1.1376,4.3552,0.7888,3.0448,0.1792,4.9072,0.1808,0.968,5.6335,0.0065,0.272,0,2.8288,0.0256,2.5792,2.064,2.3632,3.2256,2.0992,4.88,1.6976,2.0976,6.398,1.09,1.4352,0.8448,6.726,0.7924,1.1264,5.331,0.8994,1.4096,5.654
23/12/2021,1.61,0.8032,1.9456,5.016,1.448,1.0048,3.5888,5.574,1.6404,1.632,0.9328,6.3375,0.9841,4.6368,21.0095,21.072,11.4225,11.483,7.3135,8.4145,3.4946,3.5264,1.4432,2.7264,3.4656,3.1168,2.6672,4.1424,20.9645,21.2835,21.9055,14.896,21.7455,21.08,21.181,21.158,20.496,20.242,16.8605,2.4803,1.4816,2.8688,4.952,1.5472,1.496,7.158,1.706,2.0224
24/12/2021,1.4912,6.254,1.4852,1.5648,1.7168,6.136,1.4272,1.0784,4.808,2.5872,0.8832,1.5376,6.6445,6.6255,21.176,21.688,14.658,7.3085,11.424,6.8465,7.0145,4.0529,6.411,6.5695,3.6371,17.126,23.832,23.9635,23.7485,20.7875,8.8685,22.8595,24.3725,22.653,21.4705,21.656,21.6655,21.3775,20.7425,21.2335,11.725,2.2897,6.416,3.2352,4.9568,5.8175,2.3377,4.2832
25/12/2021,6.7375,3.1409,2.6464,6.31,5.474,2.2848,4.4752,2.728,5.83,3.3892,4.352,1.4352,7.0895,5.96,2.6865,8.248,3.3648,4.776,6.104,6.5325,10.589,3.3569,6.3215,7.728,2.9713,3.1456,21.4415,21.984,26.8045,26.664,25.901,25.717,25.9295,24.3665,22.536,22.198,22.41,22.7085,22.381,22.256,21.552,21.744,3.9553,4.3184,2.9344,3.9072,4.5904,3.0432
26/12/2021,3.4224,4.0864,3.6256,3.4032,3.6896,3.1008,2.2864,2.632,3.1488,2.9968,0.8368,2.9344,3.632,3.0592,3.4768,1.3616,2.9696,4.6464,4.1456,4.6544,0.7152,1.712,1.5216,7.9085,9.432,1.0387,1.7504,0.2544,2.5024,1.6096,0.9824,2.672,3.5824,1.5248,2.9072,3.4288,2.24,3.1088,3.344,2.4864,2.4656,2.3408,2.8528,1.8048,2.7072,2.408,1.3456,3.8944
27/12/2021,6.0925,1.1651,0.8784,1.2176,5.526,1.218,0.9072,6.038,1.378,0.9264,1.2544,3.24,1.848,6.84,1.3664,1.1376,4.3552,0.7888,3.0448,0.1792,4.9072,0.1808,0.968,5.6335,0.0065,0.272,0,2.8288,0.0256,2.5792,2.064,2.3632,3.2256,2.0992,4.88,1.6976,2.0976,6.398,1.09,1.4352,0.8448,6.726,0.7924,1.1264,5.331,0.8994,1.4096,5.654
28/12/2021,1.61,0.8032,1.9456,5.016,1.448,1.0048,3.5888,5.574,1.6404,1.632,0.9328,6.3375,0.9841,4.6368,21.0095,21.072,11.4225,11.483,7.3135,8.4145,3.4946,3.5264,1.4432,2.7264,3.4656,3.1168,2.6672,4.1424,20.9645,21.2835,21.9055,14.896,21.7455,21.08,21.181,21.158,20.496,20.242,16.8605,2.4803,1.4816,2.8688,4.952,1.5472,1.496,7.158,1.706,2.0224
29/12/2021,1.4912,6.254,1.4852,1.5648,1.7168,6.136,1.4272,1.0784,4.808,2.5872,0.8832,1.5376,6.6445,6.6255,21.176,21.688,14.658,7.3085,11.424,6.8465,7.0145,4.0529,6.411,6.5695,3.6371,17.126,23.832,23.9635,23.7485,20.7875,8.8685,22.8595,24.3725,22.653,21.4705,21.656,21.6655,21.3775,20.7425,21.2335,11.725,2.2897,6.416,3.2352,4.9568,5.8175,2.3377,4.2832
30/12/2021,6.7375,3.1409,2.6464,6.31,5.474,2.2848,4.4752,2.728,5.83,3.3892,4.352,1.4352,7.0895,5.96,2.6865,8.248,3.3648,4.776,6.104,6.5325,10.589,3.3569,6.3215,7.728,2.9713,3.1456,21.4415,21.984,26.8045,26.664,25.901,25.717,25.9295,24.3665,22.536,22.198,22.41,22.7085,22.381,22.256,21.552,21.744,3.9553,4.3184,2.9344,3.9072,4.5904,3.0432
